,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,21.16,33796.09727171597,33796.295000000035,0,5.850590547488264,0.0
1,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,21.16,34221.569635381966,34221.89300000003,1,9.449057013502703,55.4063057326776
2,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,21.16,35038.188219306605,35073.089000000036,2,995.0871647898308,0.0
3,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,21.16,36298.23848425678,36349.88300000004,3,1420.761539817358,0.0
4,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,21.16,38027.696296318136,38052.27500000004,4,645.9194274692367,0.0
5,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,78.19,33796.22640621993,33796.295000000035,0,2.029624256229088,0.0
6,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,78.19,34221.56678003783,34221.89300000003,1,9.532493196798011,95.39906268135121
7,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,78.19,35173.91014335789,35073.089000000036,2,2874.6011894719154,0.0
8,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,78.19,36345.228482430684,36349.88300000004,3,128.04766302421453,0.0
9,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,78.19,37908.38250199155,38052.27500000004,4,3781.4427129122946,0.0
10,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,198.18,33797.094187813746,33796.295000000035,0,23.647201970242186,0.0
11,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,198.18,34221.530011863055,34221.89300000003,1,10.606898250133227,95.79235958269732
12,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,198.18,35199.468153353955,35073.089000000036,2,3603.3083186347994,0.0
13,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,198.18,36345.43622412578,36349.88300000004,3,122.33260487416742,0.0
14,32_LON-WEI-adc59df6-10,LON-WEI-adc59df6-10,198.18,38218.381482664736,38052.27500000004,4,4365.218181165194,0.0
