,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,33796.172458922425,33796.295000000035,0,3.6258731204009047,0.0
1,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,34224.01306069513,34223.84300000004,1,4.969070688256623,24.075012067449236
2,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,35127.482608143066,35078.939000000035,2,1383.8391219024804,0.0
3,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,36450.450775369405,36361.583000000035,3,2444.001829330972,0.0
4,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,15.97,37988.69788243755,38071.77500000004,4,2182.118316324636,0.0
5,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,33795.825110299586,33796.295000000035,0,13.903586190413167,0.0
6,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,34224.024080719886,34223.84300000004,1,5.291069148750423,78.81582073351917
7,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,35198.63534596987,35078.939000000035,2,3412.1997238809886,0.0
8,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,36326.271137811214,36361.583000000035,3,971.1310475349942,0.0
9,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,72.97,38174.87384160974,38071.77500000004,4,2708.012474062541,0.0
10,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,33797.21049755231,33796.295000000035,0,27.088695736502007,0.0
11,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,34224.06274229513,34223.84300000004,1,6.420737001748932,94.94343239972893
12,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,34639.98633319717,35078.939000000035,2,12513.28230887663,0.0
13,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,37282.80332926571,36361.583000000035,3,25334.989658334645,0.0
14,23_LON-WEI-adc59df6-40,LON-WEI-adc59df6-40,192.99,38711.81545971516,38071.77500000004,4,16811.416323907153,0.0
