,Injection name,Compound name,Injection time,Observed mass,Theoretical mass,Number ligands,ppm Error to nearest peak,Relative labelling
0,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,8.2,33796.08290666928,33796.295000000035,0,6.275638520506326,0.0
1,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,8.2,34255.74943766849,34255.86000000004,1,3.2275450549256317,34.56109124137335
2,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,8.2,35165.875985911574,35174.990000000034,2,259.10495179842115,0.0
3,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,8.2,36497.69856948775,36553.685000000034,3,1531.6220652523205,0.0
4,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,8.2,38257.71318758926,38391.945000000036,4,3496.353529647346,0.0
5,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,65.2,33796.81823260023,33796.295000000035,0,15.481951503657298,0.0
6,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,65.2,34255.94344198719,34255.86000000004,1,2.43584563789938,94.69887340407038
7,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,65.2,35167.28625012414,35174.990000000034,2,219.01214118026945,0.0
8,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,65.2,36736.20477620797,36553.685000000034,3,4993.19770928521,0.0
9,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,65.2,38379.42947944385,38391.945000000036,4,325.9933966927066,0.0
10,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,185.22,33797.43897281889,33796.295000000035,0,33.84906004803563,0.0
11,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,185.22,34255.900820017916,34255.86000000004,1,1.1916214591901608,96.66428518322509
12,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,185.22,35084.82128805674,35174.990000000034,2,2563.4324826616057,0.0
13,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,185.22,36385.2251025076,36553.685000000034,3,4608.56128438042,0.0
14,10_LON-WEI-adc59df6-47,LON-WEI-adc59df6-47,185.22,38377.07018756647,38391.945000000036,4,387.44618001429376,0.0
